Exposure,LicAge,VehAge,Gender,MariStat,SocioCateg,VehUsage,DrivAge,HasKmLimit,BonusMalus,VehBody,VehPrice,VehEngine,VehEnergy,VehMaxSpeed,VehClass,RiskVar,Garage
0.67,456,3,Female,Other,CSP50,Private+trip to office,59,0,50,sport utility vehicle,M,injection,regular,5,M2,16,None
0.207,466,5,Female,Other,CSP42,Private+trip to office,56,0,55,sedan,G,injection,regular,4,B,7,None
0.749,90,4,Female,Alone,CSP50,Private+trip to office,26,0,72,sedan,H,injection,regular,7,B,13,None
0.538,326,1,Male,Other,CSP49,Professional,49,0,50,station wagon,H,direct injection overpowered,diesel,2,M1,6,None
0.9,614,1,Female,Other,CSP60,Private,70,0,50,sedan,L,direct injection overpowered,diesel,7,M2,5,None
0.75,255,2,Male,Other,CSP50,Professional,55,0,125,sedan,O,injection,regular,8,H,14,Collective garage
0.833,326,6,Female,Other,CSP1,Professional,46,0,50,sedan,F,injection,regular,3,B,14,None
1.0,467,5,Male,Other,CSP50,Private+trip to office,59,0,50,sedan,J,direct injection overpowered,diesel,6,M1,13,None
0.95,403,5,Male,Other,CSP50,Private,55,0,52,sedan,D,injection,regular,3,B,15,None
0.736,247,3,Female,Other,CSP50,Private+trip to office,38,1,50,sedan,F,injection,regular,4,B,15,None
0.833,106,1,Female,Other,CSP50,Private+trip to office,26,0,95,sedan,K,injection,regular,8,B,15,None
0.478,132,2,Male,Other,CSP50,Private+trip to office,29,0,72,station wagon,M,direct injection overpowered,diesel,8,M2,15,None
1.0,382,5,Male,Other,CSP50,Professional,55,0,71,sedan,R,direct injection overpowered,diesel,9,H,11,Private garage
0.688,227,4,Male,Other,CSP50,Private+trip to office,37,0,59,sedan,K,injection,regular,6,M1,15,None
0.713,472,8,Female,Other,CSP55,Private+trip to office,61,0,50,sedan,I,injection,regular,5,M1,15,None
0.755,113,6,Male,Alone,CSP50,Private+trip to office,27,0,80,sedan,H,injection,regular,5,M1,19,None
0.749,385,3,Male,Other,CSP50,Professional,52,0,50,van,L,injection,diesel,1,0,5,Collective garage
0.155,476,4,Male,Other,CSP55,Private,58,0,50,sedan,L,direct injection overpowered,diesel,7,M2,15,None
1.0,432,2,Male,Other,CSP48,Professional,62,0,50,sedan,I,injection,regular,6,B,6,None
0.749,113,5,Female,Alone,CSP50,Private+trip to office,28,0,76,sedan,C,injection,regular,3,A,19,Private garage
0.302,465,2,Female,Other,CSP66,Professional,59,0,50,sedan,K,injection,regular,8,M1,18,None
0.166,586,1,Male,Alone,CSP60,Private,66,0,60,sedan,E,injection,regular,5,A,16,Collective garage
0.75,508,0,Male,Other,CSP1,Professional,60,0,50,sedan,N,injection,regular,9,M2,9,None
0.28,625,1,Female,Other,CSP50,Private+trip to office,74,0,50,sedan,H,injection,regular,4,B,15,None
0.956,591,2,Male,Other,CSP50,Private+trip to office,67,0,50,sedan,K,injection,regular,7,M2,17,Collective garage
0.166,481,5,Male,Other,CSP60,Private,66,0,50,sedan,E,injection,regular,3,B,20,None
0.75,208,1,Male,Alone,CSP50,Private+trip to office,36,0,95,sedan,G,injection,regular,6,B,19,None
0.666,133,1,Male,Alone,CSP50,Private+trip to office,29,0,90,sedan,K,injection,regular,8,B,15,None
0.333,180,4,Male,Other,CSP50,Private+trip to office,35,0,85,sedan,F,injection,regular,4,B,9,None
1.0,454,0,Male,Other,CSP50,Professional,56,0,50,sport utility vehicle,P,direct injection overpowered,diesel,8,M2,17,Private garage
0.916,551,4,Female,Other,CSP60,Private,65,0,50,sedan,F,injection,regular,3,B,17,None
0.916,597,3,Male,Other,CSP60,Private,73,0,60,station wagon,J,injection,regular,7,M2,11,None
0.719,401,3,Male,Other,CSP1,Professional,56,0,50,sedan,P,injection overpowered,regular,9,M2,16,Private garage
0.833,178,8,Male,Alone,CSP50,Private+trip to office,35,0,62,sedan,C,injection,regular,2,B,18,None
0.189,243,3,Male,Other,CSP50,Private+trip to office,38,0,50,microvan,N,injection,regular,6,H,3,Private garage
0.499,149,5,Male,Other,CSP50,Private,59,1,60,sedan,G,injection,regular,4,M1,14,None
0.75,428,8,Male,Other,CSP60,Private,76,1,50,sedan,C,carburation,regular,10,A,8,None
0.75,286,3,Female,Other,CSP50,Private+trip to office,52,0,50,sedan,M,direct injection overpowered,diesel,7,M1,9,None
0.499,271,2,Male,Other,CSP50,Private+trip to office,46,0,50,sedan,G,direct injection overpowered,diesel,4,B,15,Collective garage
0.416,284,8,Male,Other,CSP46,Professional,44,0,80,van,M,injection,diesel,1,0,19,None
0.508,501,0,Female,Other,CSP60,Private,62,0,50,sedan,G,injection,regular,4,B,13,None
0.749,264,2,Female,Other,CSP50,Private,40,0,100,sedan,K,direct injection overpowered,diesel,7,M1,16,None
0.833,173,3,Male,Alone,CSP50,Professional,32,0,50,sedan,J,direct injection overpowered,diesel,5,M1,15,Collective garage
0.091,115,5,Female,Other,CSP50,Private+trip to office,27,0,60,station wagon,N,injection,regular,7,M2,16,Collective garage
0.666,540,5,Male,Alone,CSP50,Private,63,1,62,sedan,D,injection,regular,3,A,19,None
0.394,399,3,Female,Other,CSP60,Private,69,1,50,sedan,J,injection,regular,6,M1,15,None
0.749,418,11,Male,Alone,CSP50,Private,52,0,50,coupe,M,injection,regular,7,H,20,None
0.784,361,0,Female,Other,CSP50,Private+trip to office,53,0,50,sedan,F,injection,regular,4,A,16,None
0.399,523,3,Male,Other,CSP50,Private+trip to office,63,0,62,sedan,M,injection,regular,8,H,12,None
0.916,284,6,Male,Other,CSP55,Private+trip to office,51,0,67,coupe,I,direct injection overpowered,diesel,5,M1,15,None
0.78,652,5,Female,Other,CSP60,Private,74,0,50,sedan,K,injection overpowered,diesel,5,M2,17,None
0.52,674,0,Female,Other,CSP60,Private,76,1,50,sedan,K,injection,regular,8,M1,15,None
0.456,58,8,Female,Alone,CSP50,Private,24,0,100,sedan,E,injection,regular,2,A,11,None
0.833,135,1,Male,Other,CSP50,Private,39,0,80,sedan,O,injection,regular,9,M2,16,None
0.315,73,2,Female,Other,CSP26,Private+trip to office,24,0,76,sedan,F,injection,diesel,4,M1,16,Private garage
0.5,357,1,Female,Other,CSP55,Private+trip to office,48,0,50,sedan,L,direct injection overpowered,diesel,6,M1,20,None
0.899,80,5,Female,Alone,CSP50,Private+trip to office,25,0,90,sedan,D,injection,regular,4,B,19,None
0.916,408,0,Male,Other,CSP1,Professional,64,0,50,sedan,E,injection,regular,4,A,16,Private garage
0.833,112,0,Male,Alone,CSP55,Private,28,0,85,cabriolet,J,injection,regular,8,B,7,Private garage
0.269,81,8,Male,Alone,CSP50,Private,24,0,76,sedan,K,injection,regular,8,M1,17,None
0.441,102,2,Male,Alone,CSP55,Private+trip to office,26,0,72,sedan,M,direct injection overpowered,diesel,8,M1,13,None
0.716,529,1,Male,Alone,CSP60,Private,62,0,50,sedan,G,injection,regular,6,B,15,Collective garage
0.166,128,5,Female,Other,CSP55,Private+trip to office,34,0,80,sedan,O,direct injection overpowered,diesel,8,H,19,Collective garage
0.163,74,0,Female,Alone,CSP55,Private+trip to office,28,0,100,sedan,E,injection,regular,3,B,18,None
0.666,440,6,Male,Other,CSP55,Professional,55,0,58,sedan,OTHER,injection,regular,1,A,12,None
0.749,215,4,Female,Other,CSP66,Private+trip to office,36,1,50,sedan,I,injection,regular,6,B,20,None
0.499,139,6,Male,Other,CSP66,Professional,29,0,100,cabriolet,Q,injection,regular,9,H,16,Private garage
1.0,314,0,Male,Other,CSP50,Professional,44,0,50,sedan,O,direct injection overpowered,diesel,8,H,14,None
0.499,425,1,Male,Other,CSP66,Professional,57,0,63,coupe,OTHER,injection,regular,9,H,2,Collective garage
0.753,279,0,Male,Other,CSP50,Professional,42,0,50,sedan,L,injection,regular,5,B,16,None
0.547,453,2,Female,Other,CSP55,Private+trip to office,60,0,50,sport utility vehicle,L,direct injection overpowered,diesel,8,M1,17,Private garage
0.666,528,4,Female,Other,CSP50,Professional,64,0,50,sedan,E,injection,regular,3,A,11,None
0.881,119,6,Male,Other,CSP50,Private+trip to office,36,0,85,other microvan,K,direct injection overpowered,diesel,5,M1,5,None
0.833,216,3,Female,Alone,CSP50,Private+trip to office,43,0,60,sedan,K,direct injection overpowered,diesel,6,M1,17,None
0.683,190,1,Female,Other,CSP50,Private+trip to office,37,0,50,sedan,H,injection,regular,5,B,15,None
0.583,276,4,Female,Other,CSP50,Professional,45,0,76,sedan,D,injection,regular,3,A,12,None
0.583,88,1,Male,Other,CSP50,Private+trip to office,26,0,95,sedan,H,injection,regular,7,B,15,None
0.916,287,2,Male,Other,CSP50,Professional,46,0,58,sport utility vehicle,R,injection,regular,5,H,3,Collective garage
0.916,256,3,Male,Other,CSP50,Private,42,0,55,sport utility vehicle,Q,injection overpowered,regular,9,M1,11,Collective garage
0.333,182,3,Male,Other,CSP55,Private+trip to office,33,0,85,sedan,D,injection,regular,3,B,13,None
0.358,229,6,Male,Other,CSP55,Private+trip to office,37,0,50,sedan,J,injection,regular,5,M2,8,None
0.424,333,2,Male,Other,CSP50,Private+trip to office,46,0,50,microvan,J,injection,regular,6,M1,16,None
0.426,361,0,Female,Other,CSP48,Professional,48,0,50,van,L,direct injection overpowered,diesel,3,0,17,None
0.75,251,3,Male,Other,CSP50,Private+trip to office,40,0,50,sedan,Q,injection,regular,9,H,7,None
0.794,376,0,Female,Other,CSP50,Private,58,0,50,sedan,L,injection,regular,7,B,17,None
0.068,237,5,Female,Alone,CSP50,Private+trip to office,39,0,68,sedan,E,injection,regular,4,B,14,None
0.916,297,5,Female,Other,CSP37,Private,43,1,50,sedan,J,injection,regular,7,M1,16,Collective garage
0.575,128,0,Female,Other,CSP50,Private+trip to office,29,0,90,sedan,F,injection,regular,4,A,5,None
1.0,83,4,Male,Other,CSP55,Private+trip to office,25,0,112,sedan,K,direct injection overpowered,diesel,7,M1,13,None
0.974,471,5,Male,Other,CSP60,Private,60,0,50,sedan,P,injection,regular,8,H,18,Private garage
0.755,110,4,Male,Other,CSP50,Private+trip to office,36,0,80,sedan,J,injection,regular,8,M2,15,None
0.692,303,6,Female,Other,CSP50,Private,45,0,50,microvan,N,injection,regular,5,H,12,None
1.0,569,5,Male,Other,CSP60,Private,67,0,50,coupe,M,injection,regular,8,M2,8,Collective garage
0.469,269,0,Female,Other,CSP55,Private+trip to office,41,0,60,cabriolet,M,injection,regular,7,M1,1,Collective garage
0.439,346,8,Male,Other,CSP55,Private+trip to office,47,0,50,sedan,N,injection,regular,8,H,20,None
0.583,371,1,Male,Other,CSP42,Private+trip to office,49,0,50,sport utility vehicle,Q,direct injection overpowered,diesel,7,H,8,Private garage
0.583,338,5,Male,Other,CSP50,Professional,46,0,58,station wagon,N,injection,regular,7,M2,16,Collective garage
0.707,220,6,Female,Alone,CSP55,Private+trip to office,37,0,50,sedan,E,injection,diesel,3,M1,19,Private garage
0.499,440,0,Female,Other,CSP50,Professional,56,0,50,sedan,J,injection,regular,7,B,16,None
0.416,432,6,Male,Other,CSP1,Professional,70,0,50,sedan,K,direct injection overpowered,diesel,5,M2,10,None
0.229,487,0,Male,Other,CSP50,Professional,58,0,51,sedan,Q,direct injection overpowered,diesel,9,M2,13,Private garage
0.333,271,3,Female,Alone,CSP50,Private,45,0,50,station wagon,E,injection,regular,4,M1,11,None
0.478,451,0,Male,Other,CSP50,Professional,56,0,62,sedan,M,direct injection overpowered,diesel,8,M1,18,Collective garage
0.086,129,4,Male,Other,CSP50,Private+trip to office,29,0,72,sedan,F,injection,diesel,3,B,15,None
0.416,532,1,Female,Other,CSP50,Professional,62,0,50,sedan,I,injection,regular,6,B,10,None
0.083,354,3,Female,Other,CSP50,Private,52,0,69,station wagon,K,direct injection overpowered,diesel,7,M1,9,None
0.25,384,1,Male,Other,CSP48,Professional,50,0,50,sedan,E,injection,regular,4,A,6,None
0.5,550,11,Male,Other,CSP50,Professional,65,0,50,sedan,V,injection,regular,9,H,16,Collective garage
0.277,528,2,Male,Other,CSP60,Private,65,0,50,sedan,F,injection,regular,6,B,18,Collective garage
0.25,150,5,Female,Alone,CSP1,Private+trip to office,30,0,85,coupe,D,injection overpowered,regular,1,A,9,None
0.342,403,11,Female,Alone,CSP50,Private+trip to office,53,0,69,sedan,C,carburation,regular,2,B,20,None
0.916,511,8,Female,Other,CSP60,Private,61,0,55,sedan,G,injection,regular,5,B,16,None
0.555,513,3,Male,Other,CSP50,Professional,61,0,68,sedan,G,injection,regular,4,A,16,Collective garage
0.916,54,5,Male,Alone,CSP26,Private+trip to office,22,0,100,coupe,O,injection,regular,9,M2,17,Collective garage
0.673,439,11,Male,Other,CSP60,Private,57,0,65,cabriolet,OTHER,injection,regular,9,H,19,Private garage
1.0,427,1,Male,Other,CSP42,Professional,54,0,50,sedan,M,direct injection overpowered,diesel,8,M2,11,Collective garage
0.666,364,1,Female,Other,CSP37,Private,70,0,50,sedan,H,injection,regular,3,B,16,None
0.95,406,4,Female,Other,CSP66,Private+trip to office,52,0,50,station wagon,L,direct injection overpowered,diesel,6,M2,16,None
0.166,155,4,Male,Alone,CSP55,Professional,32,0,68,sedan,H,injection,diesel,4,B,12,None
0.278,687,1,Male,Other,CSP60,Private,83,0,50,sedan,K,injection,regular,8,M1,13,None
0.692,559,5,Male,Other,CSP60,Private,65,0,50,sedan,G,injection,regular,6,B,20,None
0.499,441,6,Male,Other,CSP1,Professional,56,0,50,sedan,O,injection,regular,9,M2,18,None
0.849,273,11,Male,Other,CSP48,Professional,40,0,51,sedan,M,injection,regular,9,M1,7,None
0.842,268,1,Female,Other,CSP48,Professional,42,0,57,sedan,L,injection,regular,5,B,16,None
0.583,347,0,Male,Other,CSP42,Professional,47,0,50,microvan,Q,direct injection overpowered,diesel,8,H,15,Collective garage
0.499,394,3,Male,Other,CSP50,Private,55,0,50,sedan,D,injection,regular,4,B,7,None
0.5,163,3,Female,Alone,CSP50,Private,31,1,90,sedan,L,injection,regular,6,0,17,None
0.95,567,1,Female,Alone,CSP60,Private,75,0,50,sedan,H,direct injection overpowered,diesel,4,B,15,None
0.916,398,1,Male,Other,CSP50,Private+trip to office,51,0,50,sedan,H,injection,regular,7,B,16,None
0.3,70,3,Female,Alone,CSP50,Private+trip to office,24,0,80,sedan,D,injection,regular,3,A,15,None
0.408,380,1,Male,Alone,CSP60,Private,54,0,54,station wagon,L,injection,regular,5,M2,17,None
0.211,330,2,Male,Other,CSP60,Private,64,0,50,sedan,D,injection,regular,4,B,16,None
0.737,133,3,Male,Alone,CSP50,Private+trip to office,43,0,100,sedan,K,direct injection overpowered,diesel,5,M1,19,Collective garage
0.538,195,6,Male,Alone,CSP50,Private+trip to office,40,0,50,cabriolet,K,injection,regular,7,M1,20,Collective garage
0.249,321,2,Female,Alone,CSP50,Private+trip to office,46,0,57,sport utility vehicle,M,direct injection overpowered,diesel,4,H,18,None
0.591,417,0,Female,Other,CSP50,Private+trip to office,54,0,50,sedan,H,direct injection overpowered,diesel,5,B,8,None
0.91,438,0,Male,Other,CSP50,Professional,54,0,50,microvan,M,direct injection overpowered,diesel,6,M2,17,None
0.916,145,0,Male,Other,CSP1,Professional,30,0,53,sport utility vehicle,R,direct injection overpowered,diesel,4,H,17,Private garage
0.749,187,2,Female,Other,CSP50,Private+trip to office,46,1,112,sport utility vehicle,M,direct injection overpowered,diesel,4,H,19,Collective garage
0.166,145,2,Female,Alone,CSP50,Private+trip to office,31,0,100,sedan,H,direct injection overpowered,diesel,4,B,16,None
0.416,134,2,Male,Alone,CSP50,Private+trip to office,33,0,95,sedan,G,injection,diesel,4,B,12,None
0.583,157,2,Male,Other,CSP50,Professional,31,0,51,station wagon,I,direct injection overpowered,diesel,6,B,17,None
0.75,279,3,Male,Other,CSP48,Professional,42,0,64,microvan,J,injection,regular,6,M1,11,None
0.916,612,1,Male,Other,CSP60,Private,69,0,50,sedan,L,direct injection overpowered,diesel,8,M1,17,Collective garage
0.785,627,1,Male,Other,CSP60,Private,71,0,58,sedan,I,injection,regular,6,M1,7,None
0.452,304,1,Male,Other,CSP50,Private+trip to office,44,0,50,sedan,G,injection,regular,4,B,13,Collective garage
0.92,15,1,Male,Alone,CSP46,Professional,19,0,95,van,I,direct injection overpowered,diesel,4,0,1,None
0.579,284,0,Female,Other,CSP50,Private,49,1,85,microvan,I,injection,regular,4,M1,17,None
0.749,471,5,Male,Other,CSP60,Private,67,0,74,sedan,K,injection,regular,7,M2,20,None
0.75,517,6,Male,Other,CSP1,Private+trip to office,61,0,50,sedan,J,injection,regular,5,M1,8,None
0.499,173,2,Male,Other,CSP50,Private+trip to office,35,0,85,sedan,G,direct injection overpowered,diesel,4,B,10,None
0.55,354,6,Male,Other,CSP60,Private,61,0,50,sedan,J,injection,regular,7,M2,14,None
0.25,310,1,Male,Other,CSP50,Private,57,0,100,sedan,K,direct injection overpowered,diesel,6,M1,20,Collective garage
0.547,450,0,Female,Alone,CSP55,Private+trip to office,55,0,50,sedan,F,injection,regular,4,B,16,None
0.729,353,5,Female,Other,CSP50,Private+trip to office,49,0,50,other microvan,M,injection,regular,5,H,4,None
0.583,196,1,Female,Other,CSP50,Private+trip to office,36,0,50,cabriolet,F,injection overpowered,regular,1,A,16,None
0.916,239,0,Female,Other,CSP50,Private+trip to office,47,0,50,microvan,L,injection,regular,6,M1,7,None
0.56,416,1,Male,Other,CSP50,Professional,53,0,50,sedan,H,direct injection overpowered,diesel,4,B,13,None
0.21,499,6,Male,Other,CSP42,Private+trip to office,60,0,53,van,L,injection,diesel,1,0,1,None
0.326,49,3,Female,Alone,CSP26,Private+trip to office,22,0,85,sedan,E,injection,regular,3,B,16,None
0.916,444,8,Female,Other,CSP60,Private,56,0,57,sedan,O,injection,regular,7,H,7,None
0.149,105,8,Male,Other,CSP50,Private+trip to office,27,0,90,sedan,G,injection,diesel,4,M1,20,None
0.583,167,1,Male,Other,CSP50,Private+trip to office,32,0,64,sedan,L,direct injection overpowered,diesel,8,M1,8,None
0.416,113,3,Female,Alone,CSP26,Private+trip to office,29,0,112,sedan,F,injection,regular,3,B,5,Collective garage
0.416,308,2,Male,Other,CSP50,Private+trip to office,44,0,50,van,E,injection,diesel,3,B,17,Private garage
0.833,85,1,Female,Alone,CSP26,Private+trip to office,25,0,95,sedan,G,direct injection overpowered,diesel,4,B,13,None
0.125,316,3,Female,Alone,CSP50,Private+trip to office,47,0,50,sedan,J,direct injection overpowered,diesel,5,M1,20,Private garage
0.958,579,4,Male,Other,CSP60,Private,66,0,50,station wagon,L,injection,regular,8,M2,15,None
0.666,406,2,Female,Other,CSP55,Private+trip to office,54,0,50,sedan,K,direct injection overpowered,diesel,6,M1,16,None
1.0,644,0,Male,Other,CSP60,Private,73,0,50,sedan,H,injection,regular,4,B,15,None
0.833,99,1,Female,Other,CSP50,Professional,31,0,65,sedan,I,injection,regular,6,B,16,Collective garage
0.749,267,4,Female,Other,CSP1,Professional,44,0,50,microvan,K,injection,regular,6,M1,18,Collective garage
0.303,357,4,Male,Other,CSP50,Private+trip to office,48,0,50,microvan,M,injection,regular,5,H,5,None
0.815,493,8,Male,Other,CSP60,Private,64,0,50,sedan,D,injection,regular,3,B,17,None
0.641,271,5,Female,Other,CSP48,Professional,41,0,50,other microvan,M,injection overpowered,regular,7,H,12,Private garage
0.166,81,4,Female,Other,CSP50,Private+trip to office,59,0,80,microvan,K,injection,regular,6,M1,19,None
0.333,317,1,Female,Other,CSP1,Professional,45,0,57,bus,K,injection,regular,7,M1,16,None
0.825,68,0,Male,Alone,CSP50,Private,24,0,100,cabriolet,M,injection,regular,7,M1,2,Private garage
0.916,312,0,Male,Other,CSP50,Private,44,0,50,microvan,H,injection,regular,5,M1,16,None
0.666,228,8,Female,Alone,CSP55,Private+trip to office,42,0,50,sedan,D,injection,regular,2,B,18,None
0.502,354,2,Male,Other,CSP50,Private+trip to office,59,0,80,other microvan,K,injection,regular,5,M1,20,None
0.519,283,2,Female,Other,CSP50,Private,44,0,50,station wagon,N,direct injection overpowered,diesel,8,M2,17,Collective garage
0.196,260,8,Male,Other,CSP50,Private+trip to office,40,0,50,sedan,O,injection,regular,7,H,7,None
0.499,510,1,Male,Other,CSP60,Private,74,0,50,sedan,I,injection,regular,6,M1,17,None
0.833,141,8,Male,Alone,CSP50,Private+trip to office,31,0,85,sport utility vehicle,L,injection,regular,4,M2,18,None
1.0,548,0,Male,Other,CSP60,Private,63,0,50,sedan,Q,injection,regular,9,M2,12,Collective garage
0.143,119,6,Male,Other,CSP50,Private,28,0,60,sedan,O,injection,regular,9,M2,14,Private garage
1.0,378,6,Male,Other,CSP42,Professional,49,0,50,sedan,K,injection,regular,7,H,17,None
0.781,377,0,Female,Other,CSP49,Professional,49,0,50,sedan,G,injection,regular,4,B,16,None
0.75,128,2,Female,Other,CSP50,Private+trip to office,29,0,95,sedan,E,injection,regular,4,A,15,None
0.416,210,8,Female,Other,CSP50,Private+trip to office,36,0,50,sedan,N,injection,regular,6,H,19,Collective garage
0.563,222,3,Female,Alone,CSP42,Private+trip to office,36,0,50,sedan,D,injection,regular,3,A,12,Collective garage
0.5,131,1,Male,Alone,CSP1,Professional,30,0,80,sedan,Q,direct injection overpowered,diesel,9,M2,11,Collective garage
0.214,636,2,Male,Other,CSP60,Private,72,0,72,sedan,I,injection,regular,6,M1,7,None
0.92,152,0,Female,Other,CSP50,Private+trip to office,31,0,57,sedan,I,direct injection overpowered,diesel,6,B,15,None
0.143,153,2,Female,Alone,CSP50,Private+trip to office,30,0,132,sedan,I,injection,regular,4,B,11,None
1.0,415,0,Female,Other,CSP50,Private,53,0,58,microvan,Q,direct injection overpowered,diesel,8,H,15,Private garage
0.676,155,0,Male,Other,CSP55,Private,31,0,100,cabriolet,J,injection,regular,7,B,4,Private garage
0.5,87,6,Male,Alone,CSP50,Private+trip to office,25,0,80,sedan,J,injection overpowered,diesel,5,M1,10,None
1.0,456,0,Male,Other,CSP60,Private,67,0,50,sedan,R,direct injection overpowered,diesel,9,H,19,Collective garage
0.75,155,6,Male,Alone,CSP50,Private+trip to office,33,0,100,sedan,D,injection overpowered,diesel,3,B,11,None
0.25,344,2,Male,Other,CSP1,Professional,47,0,86,sport utility vehicle,S,injection,regular,5,H,16,Collective garage
0.105,181,0,Male,Other,CSP50,Private+trip to office,33,1,51,sedan,G,injection,regular,5,B,16,None
0.25,298,0,Female,Other,CSP50,Professional,54,0,50,station wagon,J,injection,regular,7,M1,18,Private garage
0.833,121,4,Male,Alone,CSP50,Private,29,1,80,sedan,F,injection,regular,6,B,20,Private garage
0.685,145,0,Female,Other,CSP50,Private+trip to office,31,0,100,sedan,K,injection,regular,8,M1,15,None
0.741,184,8,Female,Other,CSP50,Professional,40,0,58,van,G,injection,diesel,1,M1,16,None
0.5,352,11,Male,Alone,OTHER,Private,49,1,50,sedan,L,injection,regular,7,M2,18,None
1.0,228,11,Female,Alone,CSP50,Private+trip to office,37,0,50,sedan,D,injection,regular,2,A,13,None
0.249,363,8,Female,Other,CSP55,Private,59,1,50,sedan,D,injection,regular,3,B,15,None
0.333,146,0,Male,Alone,CSP50,Private+trip to office,38,0,80,cabriolet,O,injection,regular,8,M2,16,Collective garage
0.499,480,4,Male,Other,CSP60,Private,60,0,50,sedan,M,injection,regular,7,M2,7,Collective garage
0.416,588,4,Male,Alone,CSP60,Private,71,0,50,station wagon,K,injection,regular,8,M2,19,None
0.916,558,3,Female,Other,CSP60,Private,71,1,50,sedan,F,injection,regular,3,B,17,None
0.666,451,0,Male,Other,CSP50,Private+trip to office,56,1,50,sedan,I,injection,regular,6,B,9,None
0.5,94,4,Male,Alone,CSP50,Private+trip to office,26,0,85,sedan,F,injection,regular,3,B,7,Collective garage
0.147,365,2,Female,Other,CSP50,Private+trip to office,56,0,82,station wagon,Q,direct injection overpowered,diesel,8,H,7,Collective garage
0.666,172,4,Male,Other,CSP50,Private+trip to office,34,0,90,sedan,F,injection,regular,4,B,9,None
0.499,314,2,Female,Other,CSP55,Private+trip to office,46,0,71,sedan,D,injection,regular,3,A,15,None
0.583,163,4,Female,Alone,CSP50,Professional,32,0,95,sedan,D,injection,regular,2,B,5,None
0.151,196,2,Male,Other,CSP50,Professional,34,0,62,station wagon,K,injection,regular,7,M2,9,None
0.676,497,0,Male,Other,CSP50,Professional,60,0,50,microvan,K,injection,regular,6,M1,17,None
0.666,175,0,Female,Other,CSP50,Private+trip to office,33,0,80,microvan,L,direct injection overpowered,diesel,6,M1,16,None
0.542,316,0,Male,Other,CSP66,Professional,44,0,50,sedan,Q,direct injection overpowered,diesel,8,H,16,Collective garage
0.478,262,0,Male,Other,CSP50,Professional,41,0,57,station wagon,H,direct injection overpowered,diesel,2,0,20,None
0.814,254,3,Female,Other,CSP50,Private,39,0,59,microvan,Q,injection,regular,8,H,7,Private garage
0.583,425,6,Male,Other,CSP1,Professional,70,0,50,sedan,K,direct injection overpowered,diesel,5,M2,10,None
0.45,402,0,Female,Other,CSP60,Private,66,0,50,coupe,N,direct injection overpowered,diesel,8,M2,17,Collective garage
0.416,369,3,Male,Other,CSP50,Private+trip to office,51,0,50,microvan,M,injection overpowered,regular,7,H,9,None
0.401,394,2,Male,Other,CSP48,Professional,51,0,53,coupe,E,injection overpowered,regular,1,A,17,None
0.497,581,8,Female,Alone,CSP60,Private,67,0,50,sedan,D,injection,regular,2,A,6,None
0.416,168,0,Male,Alone,CSP50,Private+trip to office,32,0,100,sedan,I,injection,regular,8,B,5,None
0.308,131,8,Male,Alone,CSP50,Private+trip to office,29,0,64,sedan,D,injection,regular,2,B,14,None
1.0,137,3,Male,Alone,CSP50,Professional,45,0,54,other microvan,O,injection,regular,5,H,16,Collective garage
0.457,216,3,Male,Other,CSP42,Professional run,36,0,55,sedan,F,injection,regular,3,A,14,Collective garage
0.762,151,3,Female,Other,CSP50,Private+trip to office,30,0,85,sedan,G,injection,diesel,4,B,19,Collective garage
0.499,160,5,Female,Alone,CSP50,Private+trip to office,32,1,51,sedan,K,injection,regular,4,B,11,None
0.463,408,4,Female,Other,CSP37,Private,65,0,65,sedan,I,injection,regular,5,B,8,Private garage
0.583,299,4,Female,Other,CSP50,Private+trip to office,44,0,50,microvan,O,injection overpowered,diesel,5,H,14,None
0.666,618,5,Female,Alone,CSP60,Private,73,0,50,sedan,E,injection,regular,4,B,15,None
0.143,184,5,Male,Other,CSP50,Professional,39,0,59,sedan,K,injection,regular,7,M2,13,Collective garage
0.764,112,4,Male,Alone,CSP55,Private+trip to office,27,0,60,coupe,L,injection,regular,8,M2,8,Collective garage
0.416,114,5,Female,Other,CSP50,Private,29,0,80,sedan,K,injection,regular,6,B,13,Collective garage
1.0,397,4,Male,Other,CSP55,Private+trip to office,59,0,50,station wagon,N,direct injection overpowered,diesel,7,M2,11,None
0.497,291,0,Male,Other,CSP50,Professional,43,0,58,microvan,Q,injection overpowered,diesel,5,H,13,Private garage
0.499,321,0,Male,Other,CSP50,Private+trip to office,45,0,50,sedan,J,injection,regular,4,M1,16,None
0.916,132,4,Female,Other,CSP50,Private+trip to office,29,0,57,sedan,E,injection,regular,3,B,13,None
0.5,222,2,Male,Other,CSP50,Professional,37,0,106,sport utility vehicle,N,injection overpowered,diesel,2,H,8,None
0.892,190,0,Female,Other,CSP50,Private,35,0,80,microvan,M,direct injection overpowered,diesel,6,M1,15,None
0.753,524,4,Male,Other,CSP50,Private+trip to office,66,0,55,sedan,M,injection,regular,7,M2,16,Private garage
0.166,513,1,Female,Other,CSP50,Private+trip to office,62,0,50,sedan,L,direct injection overpowered,diesel,8,M1,7,None
0.502,386,6,Female,Other,CSP42,Private,50,0,50,sedan,R,injection,regular,8,H,4,Collective garage
0.416,362,4,Male,Other,CSP50,Private+trip to office,51,0,50,sedan,I,injection,regular,6,B,12,None
